event_index,user_id,session_id,step_index,timestamp,time_of_day,month,device,region,traffic,current_page,next_page,action,price,discounted_price,color,model_type
1446,user_80,sess_317,2,2024-01-03T15:06:19Z,afternoon,january,tablet,us_east,paid_ads,search_results,exit,view,348.94,296.6,green,standard
1447,user_85,sess_318,0,2024-01-03T15:07:23Z,afternoon,january,desktop,ap_south,paid_ads,home,search_results,hover,445.2,378.42,blue,pro
1448,user_85,sess_318,1,2024-01-03T15:08:14Z,afternoon,january,mobile,us_east,paid_ads,search_results,product_details,click,838.66,712.86,blue,pro
1449,user_85,sess_318,2,2024-01-03T15:12:31Z,afternoon,january,mobile,us_east,direct,product_details,cart,add_to_cart,485.55,412.72,green,standard
1450,user_85,sess_318,3,2024-01-03T15:16:24Z,afternoon,january,tablet,eu_west,organic,cart,checkout,scroll,470.01,399.51,silver,pro
1451,user_85,sess_318,4,2024-01-03T15:17:39Z,afternoon,january,mobile,us_east,direct,checkout,purchase,purchase,532.45,452.58,green,basic
1452,user_85,sess_318,5,2024-01-03T15:20:02Z,afternoon,january,desktop,us_east,paid_ads,purchase,exit,scroll,2024.3,1720.65,blue,standard
1453,user_73,sess_319,0,2024-01-03T15:22:20Z,afternoon,january,tablet,us_east,paid_ads,home,exit,click,313.12,266.15,black,pro
1454,user_89,sess_320,0,2024-01-03T15:23:31Z,afternoon,january,mobile,eu_west,direct,home,product_details,view,628.23,534.0,green,pro
1455,user_89,sess_320,1,2024-01-03T15:25:59Z,afternoon,january,mobile,ap_south,paid_ads,product_details,cart,add_to_cart,1315.4,1118.09,blue,pro
1456,user_89,sess_320,2,2024-01-03T15:29:02Z,afternoon,january,desktop,us_east,paid_ads,cart,checkout,scroll,531.67,451.92,black,pro
1457,user_89,sess_320,3,2024-01-03T15:29:35Z,afternoon,january,tablet,ap_south,organic,checkout,purchase,purchase,1006.64,855.64,blue,basic
1458,user_89,sess_320,4,2024-01-03T15:34:32Z,afternoon,january,mobile,eu_west,paid_ads,purchase,exit,view,282.3,239.96,green,basic
1459,user_28,sess_321,0,2024-01-03T15:37:46Z,afternoon,january,mobile,us_east,organic,home,product_details,scroll,493.29,419.3,green,basic
1460,user_28,sess_321,1,2024-01-03T15:39:41Z,afternoon,january,tablet,us_east,paid_ads,product_details,cart,add_to_cart,365.98,311.08,green,pro
1461,user_28,sess_321,2,2024-01-03T15:44:02Z,afternoon,january,tablet,eu_west,paid_ads,cart,checkout,click,528.91,449.57,red,pro
1462,user_28,sess_321,3,2024-01-03T15:45:27Z,afternoon,january,desktop,eu_west,organic,checkout,purchase,purchase,534.42,454.26,red,basic
1463,user_28,sess_321,4,2024-01-03T15:48:37Z,afternoon,january,mobile,eu_west,paid_ads,purchase,exit,view,562.05,477.74,green,basic
1464,user_96,sess_322,0,2024-01-03T15:53:26Z,afternoon,january,mobile,us_east,organic,home,exit,irrational_jump,834.47,709.3,green,pro
1465,user_7,sess_323,0,2024-01-03T15:54:45Z,afternoon,january,desktop,us_east,paid_ads,home,product_details,scroll,177.53,150.9,green,basic
1466,user_7,sess_323,1,2024-01-03T15:58:23Z,afternoon,january,desktop,ap_south,organic,product_details,cart,add_to_cart,600.86,510.73,green,basic
1467,user_7,sess_323,2,2024-01-03T16:02:51Z,afternoon,january,desktop,ap_south,direct,cart,checkout,scroll,412.7,350.79,silver,pro
1468,user_7,sess_323,3,2024-01-03T16:06:13Z,afternoon,january,tablet,eu_west,direct,checkout,purchase,purchase,471.16,400.49,silver,basic
1469,user_7,sess_323,4,2024-01-03T16:11:05Z,afternoon,january,desktop,us_east,organic,purchase,exit,click,1070.28,909.74,green,basic
1470,user_17,sess_324,0,2024-01-03T16:15:46Z,afternoon,january,tablet,us_east,organic,home,search_results,hover,318.51,270.73,blue,pro
1471,user_17,sess_324,1,2024-01-03T16:18:01Z,afternoon,january,mobile,eu_west,organic,search_results,home,view,386.92,328.88,silver,standard
1472,user_17,sess_324,2,2024-01-03T16:20:34Z,afternoon,january,mobile,eu_west,paid_ads,home,search_results,view,497.3,422.7,blue,standard
1473,user_17,sess_324,3,2024-01-03T16:24:05Z,afternoon,january,mobile,us_east,direct,search_results,exit,view,400.93,340.79,green,pro
1474,user_23,sess_325,0,2024-01-03T16:28:00Z,afternoon,january,mobile,ap_south,direct,home,search_results,hover,1040.32,884.27,green,pro
1475,user_23,sess_325,1,2024-01-03T16:30:29Z,afternoon,january,tablet,ap_south,direct,search_results,product_details,hover,885.89,753.01,black,standard
1476,user_23,sess_325,2,2024-01-03T16:34:22Z,afternoon,january,mobile,ap_south,direct,product_details,cart,add_to_cart,491.82,418.05,silver,pro
1477,user_23,sess_325,3,2024-01-03T16:37:04Z,afternoon,january,mobile,eu_west,direct,cart,checkout,hover,1568.15,1332.93,black,pro
1478,user_23,sess_325,4,2024-01-03T16:39:20Z,afternoon,january,desktop,us_east,organic,checkout,purchase,purchase,624.44,530.77,red,basic
1479,user_23,sess_325,5,2024-01-03T16:44:12Z,afternoon,january,desktop,eu_west,paid_ads,purchase,exit,hover,1163.39,988.88,blue,standard
1480,user_32,sess_326,0,2024-01-03T16:44:33Z,afternoon,january,mobile,eu_west,direct,home,exit,hover,1097.6,932.96,red,standard
1481,user_2,sess_327,0,2024-01-03T16:48:33Z,afternoon,january,desktop,us_east,paid_ads,home,product_details,scroll,671.77,571.0,red,basic
1482,user_2,sess_327,1,2024-01-03T16:49:28Z,afternoon,january,mobile,eu_west,organic,product_details,cart,add_to_cart,308.11,261.89,blue,standard
1483,user_2,sess_327,2,2024-01-03T16:51:55Z,afternoon,january,mobile,ap_south,organic,cart,checkout,scroll,561.85,477.57,silver,basic
1484,user_2,sess_327,3,2024-01-03T16:53:25Z,afternoon,january,tablet,us_east,organic,checkout,purchase,purchase,380.8,323.68,black,standard
1485,user_2,sess_327,4,2024-01-03T16:57:59Z,afternoon,january,mobile,ap_south,direct,purchase,exit,scroll,711.23,604.55,black,standard
1486,user_32,sess_328,0,2024-01-03T16:58:22Z,afternoon,january,tablet,us_east,direct,home,exit,view,652.35,554.5,silver,pro
1487,user_13,sess_329,0,2024-01-03T16:59:16Z,afternoon,january,desktop,ap_south,direct,home,search_results,scroll,608.86,517.53,green,basic
1488,user_13,sess_329,1,2024-01-03T17:03:03Z,evening,january,desktop,ap_south,direct,search_results,product_details,view,808.07,686.86,red,standard
1489,user_13,sess_329,2,2024-01-03T17:06:09Z,evening,january,desktop,ap_south,organic,product_details,cart,add_to_cart,637.71,542.05,black,pro
1490,user_13,sess_329,3,2024-01-03T17:07:46Z,evening,january,mobile,ap_south,organic,cart,checkout,view,521.33,443.13,blue,basic
1491,user_13,sess_329,4,2024-01-03T17:10:41Z,evening,january,tablet,ap_south,direct,checkout,purchase,purchase,297.09,252.53,green,pro
1492,user_13,sess_329,5,2024-01-03T17:12:46Z,evening,january,desktop,ap_south,organic,purchase,exit,scroll,398.39,338.63,blue,standard
1493,user_9,sess_330,0,2024-01-03T17:14:55Z,evening,january,tablet,ap_south,organic,home,search_results,click,329.82,280.35,green,pro
1494,user_9,sess_330,1,2024-01-03T17:19:40Z,evening,january,desktop,eu_west,organic,search_results,product_details,click,835.4,710.09,silver,standard
1495,user_9,sess_330,2,2024-01-03T17:22:25Z,evening,january,desktop,us_east,direct,product_details,cart,add_to_cart,504.83,429.11,black,basic
1496,user_9,sess_330,3,2024-01-03T17:25:21Z,evening,january,desktop,us_east,direct,cart,checkout,click,610.16,518.64,silver,basic
1497,user_9,sess_330,4,2024-01-03T17:29:54Z,evening,january,mobile,eu_west,direct,checkout,purchase,purchase,429.63,365.19,red,standard
1498,user_9,sess_330,5,2024-01-03T17:32:06Z,evening,january,desktop,ap_south,paid_ads,purchase,exit,scroll,950.28,807.74,green,pro
1499,user_85,sess_331,0,2024-01-03T17:33:31Z,evening,january,mobile,eu_west,direct,home,search_results,view,735.81,625.44,silver,pro
1500,user_85,sess_331,1,2024-01-03T17:38:04Z,evening,january,mobile,eu_west,organic,search_results,product_details,scroll,573.49,487.47,black,standard
1501,user_85,sess_331,2,2024-01-03T17:39:44Z,evening,january,desktop,ap_south,organic,product_details,cart,add_to_cart,531.75,451.99,red,basic
1502,user_85,sess_331,3,2024-01-03T17:41:03Z,evening,january,mobile,us_east,paid_ads,cart,search_results,irrational_jump,362.81,308.39,black,pro
1503,user_85,sess_331,4,2024-01-03T17:45:49Z,evening,january,tablet,ap_south,organic,search_results,product_details,click,402.54,342.16,black,pro
1504,user_85,sess_331,5,2024-01-03T17:48:34Z,evening,january,tablet,ap_south,paid_ads,product_details,cart,add_to_cart,688.27,585.03,red,pro
1505,user_85,sess_331,6,2024-01-03T17:49:44Z,evening,january,desktop,eu_west,paid_ads,cart,checkout,hover,275.62,234.28,black,basic
1506,user_85,sess_331,7,2024-01-03T17:53:49Z,evening,january,tablet,us_east,paid_ads,checkout,purchase,purchase,719.63,611.69,silver,standard
1507,user_85,sess_331,8,2024-01-03T17:55:37Z,evening,january,mobile,us_east,paid_ads,purchase,exit,view,746.5,634.52,silver,standard
1508,user_75,sess_332,0,2024-01-03T17:59:01Z,evening,january,tablet,ap_south,paid_ads,home,search_results,scroll,621.92,528.63,silver,standard
1509,user_75,sess_332,1,2024-01-03T18:01:39Z,evening,january,mobile,ap_south,paid_ads,search_results,home,hover,417.03,354.48,black,basic
1510,user_75,sess_332,2,2024-01-03T18:06:22Z,evening,january,desktop,eu_west,organic,home,search_results,hover,650.28,552.74,green,pro
1511,user_75,sess_332,3,2024-01-03T18:07:50Z,evening,january,desktop,ap_south,direct,search_results,exit,scroll,249.68,212.23,red,pro
1512,user_73,sess_333,0,2024-01-03T18:10:45Z,evening,january,desktop,eu_west,organic,home,exit,hover,766.75,651.74,red,basic
1513,user_21,sess_334,0,2024-01-03T18:13:27Z,evening,january,mobile,ap_south,direct,home,search_results,view,469.45,399.03,black,basic
1514,user_21,sess_334,1,2024-01-03T18:14:54Z,evening,january,mobile,ap_south,organic,search_results,product_details,scroll,645.56,548.73,red,standard
1515,user_21,sess_334,2,2024-01-03T18:19:45Z,evening,january,desktop,us_east,direct,product_details,exit,view,639.48,543.56,green,basic
1516,user_73,sess_335,0,2024-01-03T18:23:38Z,evening,january,mobile,ap_south,paid_ads,home,exit,hover,797.1,677.53,silver,standard
1517,user_15,sess_336,0,2024-01-03T18:27:40Z,evening,january,desktop,ap_south,paid_ads,home,exit,scroll,741.61,630.37,black,standard
1518,user_14,sess_337,0,2024-01-03T18:30:56Z,evening,january,desktop,us_east,paid_ads,home,search_results,view,328.4,279.14,black,pro
1519,user_14,sess_337,1,2024-01-03T18:34:02Z,evening,january,tablet,ap_south,direct,search_results,home,view,483.26,410.77,blue,standard
1520,user_14,sess_337,2,2024-01-03T18:34:36Z,evening,january,mobile,ap_south,paid_ads,home,search_results,hover,645.17,548.39,green,pro
1521,user_14,sess_337,3,2024-01-03T18:35:09Z,evening,january,mobile,ap_south,organic,search_results,exit,click,1116.85,949.32,black,standard
1522,user_33,sess_338,0,2024-01-03T18:39:24Z,evening,january,mobile,us_east,paid_ads,home,product_details,hover,745.18,633.4,red,pro
1523,user_33,sess_338,1,2024-01-03T18:40:24Z,evening,january,mobile,eu_west,organic,product_details,cart,add_to_cart,1061.09,901.93,black,pro
1524,user_33,sess_338,2,2024-01-03T18:44:50Z,evening,january,tablet,eu_west,paid_ads,cart,checkout,click,662.48,563.11,green,basic
1525,user_33,sess_338,3,2024-01-03T18:48:19Z,evening,january,tablet,ap_south,organic,checkout,purchase,purchase,942.07,800.76,silver,basic
1526,user_33,sess_338,4,2024-01-03T18:51:07Z,evening,january,tablet,eu_west,paid_ads,purchase,exit,click,618.46,525.69,black,pro
1527,user_45,sess_339,0,2024-01-03T18:56:00Z,evening,january,desktop,eu_west,direct,home,exit,hover,920.7,782.6,green,basic
1528,user_31,sess_340,0,2024-01-03T18:59:52Z,evening,january,desktop,ap_south,direct,home,search_results,view,458.0,389.3,red,standard
1529,user_31,sess_340,1,2024-01-03T19:01:12Z,evening,january,tablet,eu_west,paid_ads,search_results,product_details,click,1193.08,1014.12,silver,standard
1530,user_31,sess_340,2,2024-01-03T19:03:27Z,evening,january,mobile,ap_south,direct,product_details,exit,click,701.01,595.86,red,basic
1531,user_33,sess_341,0,2024-01-03T19:06:24Z,evening,january,mobile,eu_west,direct,home,exit,hover,271.22,230.54,green,pro
1532,user_93,sess_342,0,2024-01-03T19:08:31Z,evening,january,mobile,ap_south,organic,home,search_results,click,656.16,557.74,blue,pro
1533,user_93,sess_342,1,2024-01-03T19:13:20Z,evening,january,mobile,ap_south,paid_ads,search_results,exit,hover,191.06,162.4,blue,standard
1534,user_2,sess_343,0,2024-01-03T19:13:45Z,evening,january,tablet,us_east,paid_ads,home,search_results,hover,746.46,634.49,black,basic
1535,user_2,sess_343,1,2024-01-03T19:14:25Z,evening,january,tablet,eu_west,paid_ads,search_results,product_details,scroll,849.97,722.47,green,standard
1536,user_2,sess_343,2,2024-01-03T19:16:37Z,evening,january,desktop,us_east,paid_ads,product_details,cart,add_to_cart,1450.5,1232.92,blue,basic
1537,user_2,sess_343,3,2024-01-03T19:18:59Z,evening,january,mobile,ap_south,direct,cart,purchase,irrational_jump,423.99,360.39,black,basic
1538,user_2,sess_343,4,2024-01-03T19:23:22Z,evening,january,tablet,us_east,organic,purchase,exit,irrational_jump,721.79,613.52,red,basic
1539,user_34,sess_344,0,2024-01-03T19:24:40Z,evening,january,mobile,us_east,organic,home,search_results,hover,503.91,428.32,black,standard
1540,user_34,sess_344,1,2024-01-03T19:29:13Z,evening,january,tablet,ap_south,paid_ads,search_results,exit,view,1456.63,1238.14,silver,pro
1541,user_19,sess_345,0,2024-01-03T19:30:16Z,evening,january,desktop,eu_west,paid_ads,home,search_results,hover,546.99,464.94,silver,pro
1542,user_19,sess_345,1,2024-01-03T19:30:42Z,evening,january,desktop,eu_west,direct,search_results,product_details,click,376.66,320.16,blue,standard
1543,user_19,sess_345,2,2024-01-03T19:31:44Z,evening,january,desktop,ap_south,paid_ads,product_details,cart,add_to_cart,428.35,364.1,blue,standard
1544,user_19,sess_345,3,2024-01-03T19:36:18Z,evening,january,desktop,ap_south,paid_ads,cart,checkout,click,723.45,614.93,blue,basic
1545,user_19,sess_345,4,2024-01-03T19:37:28Z,evening,january,desktop,eu_west,direct,checkout,search_results,irrational_jump,351.66,298.91,green,standard
1546,user_19,sess_345,5,2024-01-03T19:38:38Z,evening,january,mobile,ap_south,organic,search_results,product_details,view,879.09,747.23,silver,standard
1547,user_19,sess_345,6,2024-01-03T19:40:39Z,evening,january,mobile,eu_west,paid_ads,product_details,cart,add_to_cart,691.89,588.11,black,standard
1548,user_19,sess_345,7,2024-01-03T19:44:56Z,evening,january,desktop,eu_west,direct,cart,checkout,view,709.19,602.81,green,pro
1549,user_19,sess_345,8,2024-01-03T19:47:50Z,evening,january,tablet,ap_south,paid_ads,checkout,purchase,purchase,1062.12,902.8,silver,pro
1550,user_19,sess_345,9,2024-01-03T19:51:33Z,evening,january,tablet,eu_west,direct,purchase,exit,click,334.44,284.27,black,basic
1551,user_83,sess_346,0,2024-01-03T19:53:48Z,evening,january,mobile,eu_west,paid_ads,home,search_results,view,2523.89,2145.31,blue,pro
1552,user_83,sess_346,1,2024-01-03T19:54:42Z,evening,january,mobile,us_east,direct,search_results,exit,view,238.7,202.89,blue,pro
1553,user_14,sess_347,0,2024-01-03T19:55:16Z,evening,january,mobile,ap_south,paid_ads,home,product_details,click,714.79,607.57,black,standard
1554,user_14,sess_347,1,2024-01-03T19:59:05Z,evening,january,tablet,ap_south,direct,product_details,search_results,hover,228.85,194.52,blue,basic
1555,user_14,sess_347,2,2024-01-03T20:03:47Z,evening,january,mobile,eu_west,paid_ads,search_results,product_details,scroll,952.45,809.58,blue,pro
1556,user_14,sess_347,3,2024-01-03T20:05:46Z,evening,january,desktop,eu_west,organic,product_details,exit,hover,364.62,309.93,black,pro
1557,user_42,sess_348,0,2024-01-03T20:07:10Z,evening,january,desktop,us_east,organic,home,product_details,hover,506.78,430.76,red,pro
1558,user_42,sess_348,1,2024-01-03T20:11:25Z,evening,january,mobile,us_east,paid_ads,product_details,cart,add_to_cart,644.55,547.87,red,pro
1559,user_42,sess_348,2,2024-01-03T20:12:28Z,evening,january,tablet,us_east,organic,cart,checkout,click,814.17,692.04,green,standard
1560,user_42,sess_348,3,2024-01-03T20:15:42Z,evening,january,mobile,us_east,direct,checkout,purchase,purchase,502.38,427.02,silver,pro
1561,user_42,sess_348,4,2024-01-03T20:18:22Z,evening,january,desktop,ap_south,direct,purchase,exit,hover,607.0,515.95,black,pro
1562,user_32,sess_349,0,2024-01-03T20:23:14Z,evening,january,tablet,us_east,direct,home,search_results,view,630.75,536.14,silver,basic
1563,user_32,sess_349,1,2024-01-03T20:25:00Z,evening,january,desktop,ap_south,paid_ads,search_results,exit,click,566.78,481.76,blue,basic
1564,user_77,sess_350,0,2024-01-03T20:27:36Z,evening,january,mobile,us_east,organic,home,search_results,click,498.39,423.63,black,pro
1565,user_77,sess_350,1,2024-01-03T20:29:49Z,evening,january,mobile,us_east,direct,search_results,exit,scroll,428.49,364.22,black,basic
1566,user_0,sess_351,0,2024-01-03T20:32:49Z,evening,january,desktop,ap_south,direct,home,exit,click,648.15,550.93,red,pro
1567,user_41,sess_352,0,2024-01-03T20:35:38Z,evening,january,desktop,ap_south,direct,home,search_results,click,637.03,541.48,green,basic
1568,user_41,sess_352,1,2024-01-03T20:38:54Z,evening,january,mobile,ap_south,direct,search_results,product_details,scroll,391.29,332.6,blue,standard
1569,user_41,sess_352,2,2024-01-03T20:40:22Z,evening,january,desktop,ap_south,organic,product_details,cart,add_to_cart,499.57,424.63,black,standard
1570,user_41,sess_352,3,2024-01-03T20:45:22Z,evening,january,desktop,ap_south,direct,cart,checkout,hover,229.9,195.41,black,standard
1571,user_41,sess_352,4,2024-01-03T20:49:14Z,evening,january,mobile,eu_west,direct,checkout,purchase,purchase,486.45,413.48,blue,standard
1572,user_41,sess_352,5,2024-01-03T20:51:00Z,evening,january,tablet,us_east,organic,purchase,exit,hover,233.1,198.13,black,pro
1573,user_75,sess_353,0,2024-01-03T20:53:53Z,evening,january,tablet,eu_west,organic,home,search_results,view,433.19,368.21,blue,pro
1574,user_75,sess_353,1,2024-01-03T20:56:28Z,evening,january,desktop,ap_south,organic,search_results,product_details,hover,328.69,279.39,silver,standard
1575,user_75,sess_353,2,2024-01-03T20:56:58Z,evening,january,desktop,us_east,direct,product_details,exit,click,373.15,317.18,black,pro
1576,user_95,sess_354,0,2024-01-03T21:01:52Z,night,january,mobile,ap_south,paid_ads,home,exit,irrational_jump,1082.7,920.29,black,basic
1577,user_22,sess_355,0,2024-01-03T21:03:14Z,night,january,tablet,ap_south,organic,home,search_results,click,308.99,262.64,red,pro
1578,user_22,sess_355,1,2024-01-03T21:06:09Z,night,january,tablet,ap_south,paid_ads,search_results,product_details,scroll,735.17,624.89,red,standard
1579,user_22,sess_355,2,2024-01-03T21:06:32Z,night,january,tablet,ap_south,direct,product_details,exit,scroll,413.18,351.2,blue,pro
1580,user_66,sess_356,0,2024-01-03T21:06:54Z,night,january,mobile,us_east,paid_ads,home,search_results,view,537.47,456.85,black,standard
1581,user_66,sess_356,1,2024-01-03T21:08:24Z,night,january,tablet,us_east,paid_ads,search_results,product_details,hover,357.23,303.65,silver,basic
1582,user_66,sess_356,2,2024-01-03T21:12:57Z,night,january,desktop,eu_west,paid_ads,product_details,search_results,view,456.13,387.71,green,standard
1583,user_66,sess_356,3,2024-01-03T21:16:11Z,night,january,tablet,eu_west,organic,search_results,product_details,view,634.69,539.49,red,standard
1584,user_66,sess_356,4,2024-01-03T21:17:25Z,night,january,desktop,ap_south,paid_ads,product_details,cart,add_to_cart,650.33,552.78,black,basic
1585,user_66,sess_356,5,2024-01-03T21:17:50Z,night,january,desktop,us_east,paid_ads,cart,checkout,hover,330.48,280.91,silver,pro
1586,user_66,sess_356,6,2024-01-03T21:20:11Z,night,january,mobile,ap_south,paid_ads,checkout,purchase,purchase,524.42,445.76,blue,pro
1587,user_66,sess_356,7,2024-01-03T21:21:33Z,night,january,mobile,ap_south,direct,purchase,exit,hover,359.98,305.98,blue,standard
1588,user_52,sess_357,0,2024-01-03T21:23:43Z,night,january,desktop,ap_south,direct,home,search_results,hover,515.02,437.77,black,basic
1589,user_52,sess_357,1,2024-01-03T21:26:13Z,night,january,tablet,ap_south,organic,search_results,product_details,click,397.35,337.75,red,standard
1590,user_52,sess_357,2,2024-01-03T21:26:46Z,night,january,tablet,eu_west,direct,product_details,search_results,scroll,1364.94,1160.2,black,standard
1591,user_52,sess_357,3,2024-01-03T21:29:28Z,night,january,mobile,ap_south,organic,search_results,home,hover,820.29,697.25,blue,pro
1592,user_52,sess_357,4,2024-01-03T21:31:55Z,night,january,desktop,us_east,direct,home,product_details,scroll,664.8,565.08,blue,basic
1593,user_52,sess_357,5,2024-01-03T21:34:55Z,night,january,desktop,ap_south,organic,product_details,exit,view,208.25,177.01,blue,standard
1594,user_80,sess_358,0,2024-01-03T21:38:13Z,night,january,desktop,ap_south,organic,home,search_results,hover,474.92,403.68,black,basic
1595,user_80,sess_358,1,2024-01-03T21:40:03Z,night,january,mobile,eu_west,paid_ads,search_results,exit,scroll,833.11,708.14,black,basic
1596,user_58,sess_359,0,2024-01-03T21:44:00Z,night,january,tablet,eu_west,direct,home,search_results,hover,531.86,452.08,silver,standard
1597,user_58,sess_359,1,2024-01-03T21:47:40Z,night,january,desktop,eu_west,direct,search_results,home,view,1280.03,1088.03,blue,pro
1598,user_58,sess_359,2,2024-01-03T21:51:20Z,night,january,tablet,ap_south,paid_ads,home,search_results,hover,878.58,746.79,green,basic
1599,user_58,sess_359,3,2024-01-03T21:53:16Z,night,january,mobile,us_east,direct,search_results,product_details,hover,454.56,386.38,black,standard
1600,user_58,sess_359,4,2024-01-03T21:54:43Z,night,january,mobile,ap_south,organic,product_details,cart,add_to_cart,1192.77,1013.85,black,standard
1601,user_58,sess_359,5,2024-01-03T21:56:40Z,night,january,mobile,eu_west,organic,cart,checkout,scroll,476.08,404.67,black,basic
1602,user_58,sess_359,6,2024-01-03T21:59:00Z,night,january,mobile,eu_west,organic,checkout,purchase,purchase,1414.67,1202.47,red,standard
1603,user_58,sess_359,7,2024-01-03T22:02:11Z,night,january,desktop,ap_south,direct,purchase,exit,scroll,1230.98,1046.33,red,standard
1604,user_59,sess_360,0,2024-01-03T22:04:30Z,night,january,desktop,eu_west,direct,home,search_results,scroll,632.95,538.01,silver,basic
1605,user_59,sess_360,1,2024-01-03T22:08:22Z,night,january,mobile,ap_south,organic,search_results,exit,view,255.77,217.4,green,standard
1606,user_98,sess_361,0,2024-01-03T22:10:37Z,night,january,mobile,ap_south,organic,home,search_results,click,608.49,517.22,blue,standard
1607,user_98,sess_361,1,2024-01-03T22:12:02Z,night,january,desktop,eu_west,paid_ads,search_results,product_details,view,315.43,268.12,green,basic
1608,user_98,sess_361,2,2024-01-03T22:13:49Z,night,january,mobile,eu_west,direct,product_details,exit,click,402.88,342.45,green,basic
1609,user_22,sess_362,0,2024-01-03T22:15:27Z,night,january,desktop,ap_south,paid_ads,home,search_results,view,416.97,354.42,blue,standard
1610,user_22,sess_362,1,2024-01-03T22:16:33Z,night,january,desktop,us_east,paid_ads,search_results,home,scroll,314.24,267.1,silver,standard
1611,user_22,sess_362,2,2024-01-03T22:21:07Z,night,january,desktop,us_east,direct,home,exit,click,609.63,518.19,blue,standard
1612,user_54,sess_363,0,2024-01-03T22:23:34Z,night,january,tablet,eu_west,direct,home,product_details,click,381.31,324.11,silver,basic
1613,user_54,sess_363,1,2024-01-03T22:26:40Z,night,january,desktop,ap_south,direct,product_details,exit,scroll,486.54,413.56,black,pro
1614,user_86,sess_364,0,2024-01-03T22:27:35Z,night,january,mobile,ap_south,paid_ads,home,search_results,hover,418.63,355.84,red,standard
1615,user_86,sess_364,1,2024-01-03T22:31:42Z,night,january,desktop,eu_west,organic,search_results,product_details,click,695.43,591.12,green,standard
1616,user_86,sess_364,2,2024-01-03T22:35:06Z,night,january,tablet,eu_west,organic,product_details,search_results,view,669.74,569.28,blue,standard
1617,user_86,sess_364,3,2024-01-03T22:37:51Z,night,january,tablet,us_east,direct,search_results,product_details,view,468.1,397.88,blue,basic
1618,user_86,sess_364,4,2024-01-03T22:38:24Z,night,january,mobile,ap_south,organic,product_details,exit,view,713.37,606.36,green,standard
1619,user_81,sess_365,0,2024-01-03T22:42:51Z,night,january,tablet,ap_south,paid_ads,home,search_results,scroll,1009.36,857.96,green,basic
1620,user_81,sess_365,1,2024-01-03T22:47:00Z,night,january,desktop,ap_south,paid_ads,search_results,product_details,view,192.3,163.46,red,basic
1621,user_81,sess_365,2,2024-01-03T22:47:55Z,night,january,mobile,us_east,paid_ads,product_details,search_results,click,407.6,346.46,blue,standard
1622,user_81,sess_365,3,2024-01-03T22:50:21Z,night,january,mobile,us_east,paid_ads,search_results,product_details,click,341.84,290.56,silver,pro
1623,user_81,sess_365,4,2024-01-03T22:52:49Z,night,january,tablet,us_east,direct,product_details,search_results,scroll,391.0,332.35,black,standard
1624,user_81,sess_365,5,2024-01-03T22:57:06Z,night,january,desktop,ap_south,paid_ads,search_results,home,scroll,178.3,151.56,blue,pro
1625,user_81,sess_365,6,2024-01-03T22:57:44Z,night,january,mobile,eu_west,organic,home,search_results,hover,189.09,160.73,silver,pro
1626,user_81,sess_365,7,2024-01-03T22:58:08Z,night,january,tablet,ap_south,direct,search_results,product_details,click,138.22,117.49,silver,standard
1627,user_81,sess_365,8,2024-01-03T22:59:12Z,night,january,tablet,eu_west,paid_ads,product_details,exit,view,425.27,361.48,blue,basic
1628,user_91,sess_366,0,2024-01-03T23:03:22Z,night,january,desktop,ap_south,organic,home,exit,click,419.67,356.72,green,standard
1629,user_43,sess_367,0,2024-01-03T23:06:31Z,night,january,mobile,ap_south,paid_ads,home,search_results,click,1093.08,929.12,blue,pro
1630,user_43,sess_367,1,2024-01-03T23:08:13Z,night,january,tablet,eu_west,paid_ads,search_results,product_details,view,585.94,498.05,silver,basic
1631,user_43,sess_367,2,2024-01-03T23:11:24Z,night,january,desktop,eu_west,direct,product_details,search_results,hover,188.16,159.94,red,pro
1632,user_43,sess_367,3,2024-01-03T23:15:38Z,night,january,tablet,eu_west,direct,search_results,product_details,hover,703.96,598.37,red,standard
1633,user_43,sess_367,4,2024-01-03T23:16:04Z,night,january,mobile,eu_west,paid_ads,product_details,cart,add_to_cart,3888.21,3304.98,silver,basic
1634,user_43,sess_367,5,2024-01-03T23:17:26Z,night,january,mobile,us_east,organic,cart,checkout,click,192.58,163.69,blue,pro
1635,user_43,sess_367,6,2024-01-03T23:20:09Z,night,january,tablet,eu_west,paid_ads,checkout,purchase,purchase,1293.28,1099.29,red,basic
1636,user_43,sess_367,7,2024-01-03T23:23:53Z,night,january,desktop,eu_west,paid_ads,purchase,exit,hover,533.7,453.65,blue,basic
1637,user_13,sess_368,0,2024-01-03T23:26:50Z,night,january,desktop,eu_west,direct,home,search_results,click,441.63,375.39,green,standard
1638,user_13,sess_368,1,2024-01-03T23:30:55Z,night,january,tablet,eu_west,direct,search_results,product_details,view,410.62,349.03,red,pro
1639,user_13,sess_368,2,2024-01-03T23:32:38Z,night,january,desktop,eu_west,direct,product_details,cart,add_to_cart,643.77,547.2,silver,basic
1640,user_13,sess_368,3,2024-01-03T23:34:29Z,night,january,tablet,ap_south,paid_ads,cart,checkout,view,443.41,376.9,silver,standard
1641,user_13,sess_368,4,2024-01-03T23:38:13Z,night,january,tablet,ap_south,direct,checkout,purchase,purchase,310.3,263.75,black,basic
