event_index,user_id,session_id,step_index,timestamp,time_of_day,month,device,region,traffic,current_page,next_page,action,price,discounted_price,color,model_type,is_drifted,action_flag,rolling_cr,price_smooth,price_norm
7497,user_23,sess_1410,12,2024-01-14T14:27:22Z,afternoon,january,mobile,us_east,direct,checkout,purchase,purchase,6024.37,5120.71,black,pro,1,0,0.06,2176.3505,1.8416858597790668
7498,user_23,sess_1410,13,2024-01-14T14:28:27Z,afternoon,january,desktop,us_east,organic,purchase,,scroll,5971.39,5075.68,black,pro,1,0,0.06,2084.9921,1.8164696037748629
7499,user_85,sess_1411,0,2024-01-14T14:33:24Z,afternoon,january,tablet,ap_south,organic,home,search_results,scroll,620.76,527.65,red,basic,0,0,0.06,2066.558,-0.7302056673420666
7500,user_85,sess_1411,1,2024-01-14T14:34:05Z,afternoon,january,desktop,ap_south,direct,search_results,product_details,view,1282.23,1089.9,red,pro,0,0,0.06,2036.7768000000003,-0.4153737145466546
7501,user_85,sess_1411,2,2024-01-14T14:38:21Z,afternoon,january,tablet,ap_south,direct,product_details,cart,add_to_cart,863.45,733.93,silver,basic,0,1,0.07,2015.5284,-0.6146954149890974
7502,user_85,sess_1411,3,2024-01-14T14:40:28Z,afternoon,january,tablet,ap_south,organic,cart,checkout,hover,717.91,610.22,blue,pro,0,0,0.07,1933.4204,-0.6839663455072529
7503,user_85,sess_1411,4,2024-01-14T14:43:28Z,afternoon,january,tablet,ap_south,direct,checkout,purchase,purchase,784.76,667.05,black,basic,0,0,0.07,1903.9284,-0.6521485517382636
7504,user_85,sess_1411,5,2024-01-14T14:46:36Z,afternoon,january,mobile,eu_west,direct,purchase,,scroll,724.85,616.12,red,basic,0,0,0.07,1892.3283999999999,-0.6806631968347505
7505,user_72,sess_1412,0,2024-01-14T14:48:08Z,afternoon,january,desktop,eu_west,paid_ads,home,search_results,click,931.6,791.86,red,basic,0,0,0.07,1875.0326,-0.5822588757915416
7506,user_72,sess_1412,1,2024-01-14T14:52:22Z,afternoon,january,tablet,us_east,organic,search_results,home,scroll,590.6,502.01,silver,standard,0,0,0.07,1872.3097,-0.7445605612848148
7507,user_72,sess_1412,2,2024-01-14T14:53:44Z,afternoon,january,desktop,us_east,organic,home,,view,565.06,480.3,red,standard,0,0,0.07,1871.5250999999998,-0.7567165291660412
7508,user_65,sess_1413,0,2024-01-14T14:55:18Z,afternoon,january,desktop,eu_west,direct,home,search_results,hover,2516.51,2139.03,black,standard,1,0,0.07,1890.9588,0.1720917528159184
7509,user_65,sess_1413,1,2024-01-14T14:56:17Z,afternoon,january,mobile,us_east,paid_ads,search_results,product_details,view,4991.6,4242.86,black,pro,1,0,0.07,1932.0131,1.3501306934245572
7510,user_65,sess_1413,2,2024-01-14T15:01:11Z,afternoon,january,tablet,us_east,direct,product_details,search_results,view,2591.8,2203.03,black,pro,1,0,0.07,1954.0875999999998,0.2079266322903716
7511,user_65,sess_1413,3,2024-01-14T15:02:03Z,afternoon,january,tablet,eu_west,direct,search_results,home,hover,1457.44,1238.82,black,pro,1,0,0.07,1964.0272,-0.3319811095165185
7512,user_65,sess_1413,4,2024-01-14T15:06:01Z,afternoon,january,mobile,eu_west,organic,home,search_results,click,2461.23,2092.05,black,pro,1,0,0.06,1982.3084,0.145780793361173
7513,user_65,sess_1413,5,2024-01-14T15:09:46Z,afternoon,january,mobile,us_east,direct,search_results,home,scroll,5200.84,4420.71,black,standard,1,0,0.06,2028.0957,1.4497201499424823
7514,user_65,sess_1413,6,2024-01-14T15:13:08Z,afternoon,january,desktop,eu_west,direct,home,search_results,click,4646.31,3949.36,black,pro,1,0,0.06,2071.8683,1.1857871480170137
7515,user_65,sess_1413,7,2024-01-14T15:14:51Z,afternoon,january,desktop,us_east,organic,search_results,,scroll,3817.98,3245.28,black,basic,1,0,0.06,2105.6239,0.7915368396749517
7516,user_29,sess_1414,0,2024-01-14T15:18:56Z,afternoon,january,tablet,ap_south,organic,home,search_results,scroll,10605.23,9014.45,black,pro,1,0,0.06,2193.518,4.021982924320755
7517,user_29,sess_1414,1,2024-01-14T15:22:13Z,afternoon,january,tablet,ap_south,organic,search_results,home,click,4042.24,3435.9,black,pro,1,0,0.06,2228.6356,0.8982751856829325
7518,user_29,sess_1414,2,2024-01-14T15:23:01Z,afternoon,january,desktop,us_east,paid_ads,home,product_details,scroll,2276.66,1935.16,black,pro,1,0,0.06,2241.9128,0.057933221245356346
7519,user_29,sess_1414,3,2024-01-14T15:25:04Z,afternoon,january,mobile,us_east,paid_ads,product_details,,hover,2185.72,1857.86,black,pro,1,0,0.06,2253.8859,0.014649598727003612
7520,user_91,sess_1415,0,2024-01-14T15:26:18Z,afternoon,january,mobile,us_east,organic,home,product_details,scroll,724.3,615.65,silver,basic,0,0,0.06,2248.773,-0.6809249737468364
7521,user_91,sess_1415,1,2024-01-14T15:26:53Z,afternoon,january,desktop,us_east,organic,product_details,,hover,1164.11,989.49,silver,basic,0,0,0.06,2257.3361999999997,-0.4715938761022718
7522,user_42,sess_1416,0,2024-01-14T15:28:43Z,afternoon,january,desktop,ap_south,direct,home,search_results,click,3395.76,2886.4,black,basic,1,0,0.06,2286.0063,0.5905778436369171
7523,user_42,sess_1416,1,2024-01-14T15:31:55Z,afternoon,january,mobile,eu_west,paid_ads,search_results,product_details,hover,4105.61,3489.77,black,pro,1,0,0.06,2320.6271,0.9284366455354507
7524,user_42,sess_1416,2,2024-01-14T15:33:42Z,afternoon,january,mobile,ap_south,organic,product_details,cart,add_to_cart,4217.54,3584.91,black,pro,1,1,0.07,2350.5679,0.9817106269350464
7525,user_42,sess_1416,3,2024-01-14T15:34:01Z,afternoon,january,tablet,ap_south,paid_ads,cart,checkout,hover,10882.2,9249.87,black,pro,1,0,0.07,2452.5404,4.153809017667008
7526,user_42,sess_1416,4,2024-01-14T15:34:27Z,afternoon,january,tablet,ap_south,direct,checkout,purchase,purchase,5454.75,4636.54,black,pro,1,0,0.07,2497.1917000000003,1.5705706513020044
7527,user_42,sess_1416,5,2024-01-14T15:37:44Z,afternoon,january,tablet,eu_west,paid_ads,purchase,,scroll,6218.89,5286.06,black,pro,1,0,0.07,2556.4253,1.934269214213529
7528,user_21,sess_1417,0,2024-01-14T15:42:42Z,afternoon,january,mobile,ap_south,direct,home,search_results,view,2235.42,1900.11,black,pro,1,0,0.07,2574.0745,0.038304712419131845
7529,user_21,sess_1417,1,2024-01-14T15:45:52Z,afternoon,january,mobile,eu_west,organic,search_results,home,view,2587.5,2199.38,black,pro,1,0,0.06,2589.0875,0.20588001279588156
7530,user_21,sess_1417,2,2024-01-14T15:50:27Z,afternoon,january,tablet,us_east,organic,home,,view,2495.91,2121.52,black,pro,1,0,0.06,2609.0394,0.1622870175632454
7531,user_20,sess_1418,0,2024-01-14T15:52:31Z,afternoon,january,desktop,eu_west,paid_ads,home,search_results,hover,3025.72,2571.86,black,pro,1,0,0.06,2633.7940999999996,0.4144543371855067
7532,user_20,sess_1418,1,2024-01-14T15:55:20Z,afternoon,january,tablet,ap_south,direct,search_results,,click,3527.91,2998.72,black,pro,1,0,0.06,2656.9555,0.653475696240835
7533,user_38,sess_1419,0,2024-01-14T15:58:23Z,afternoon,january,desktop,us_east,paid_ads,home,search_results,hover,3959.25,3365.36,black,pro,1,0,0.06,2678.0460000000003,0.8587754294392764
7534,user_38,sess_1419,1,2024-01-14T15:59:25Z,afternoon,january,mobile,us_east,paid_ads,search_results,product_details,view,3278.44,2786.67,black,pro,1,0,0.06,2705.5875,0.5347384484988794
7535,user_38,sess_1419,2,2024-01-14T16:00:23Z,afternoon,january,desktop,ap_south,direct,product_details,search_results,click,2469.73,2099.27,black,pro,1,0,0.06,2718.5264,0.14982643654795547
7536,user_38,sess_1419,3,2024-01-14T16:01:37Z,afternoon,january,desktop,eu_west,direct,search_results,home,hover,2031.15,1726.48,black,standard,1,0,0.06,2733.7651,-0.05891923272958057
7537,user_38,sess_1419,4,2024-01-14T16:03:07Z,afternoon,january,desktop,us_east,organic,home,product_details,scroll,4169.78,3544.31,black,pro,1,0,0.06,2769.2315,0.9589788718055485
7538,user_38,sess_1419,5,2024-01-14T16:06:53Z,afternoon,january,mobile,ap_south,paid_ads,product_details,search_results,scroll,4822.57,4099.18,black,pro,1,0,0.05,2815.2936,1.2696795089702226
7539,user_38,sess_1419,6,2024-01-14T16:11:03Z,afternoon,january,desktop,eu_west,paid_ads,search_results,product_details,scroll,3089.68,2626.23,black,pro,1,0,0.05,2842.1145,0.4448966122709899
7540,user_38,sess_1419,7,2024-01-14T16:14:40Z,afternoon,january,tablet,us_east,paid_ads,product_details,search_results,scroll,1554.39,1321.23,black,pro,1,0,0.05,2849.5579,-0.2858369792860996
7541,user_38,sess_1419,8,2024-01-14T16:15:39Z,afternoon,january,tablet,us_east,paid_ads,search_results,product_details,scroll,5423.58,4610.04,black,pro,1,0,0.05,2895.3190000000004,1.555735039757062
7542,user_38,sess_1419,9,2024-01-14T16:16:36Z,afternoon,january,mobile,eu_west,organic,product_details,search_results,hover,3026.7,2572.69,black,pro,1,0,0.05,2906.9732999999997,0.4149207760470417
7543,user_38,sess_1419,10,2024-01-14T16:21:07Z,afternoon,january,desktop,us_east,direct,search_results,product_details,view,1771.2,1505.52,black,pro,1,0,0.05,2915.5092999999997,-0.1826445205418281
7544,user_38,sess_1419,11,2024-01-14T16:25:42Z,afternoon,january,mobile,eu_west,paid_ads,product_details,,click,3374.82,2868.6,black,standard,1,0,0.05,2940.4579,0.580611282656773
663,user_88,sess_142,0,2024-01-02T05:09:01Z,morning,january,mobile,us_east,direct,home,search_results,click,464.13,394.51,green,basic,0,0,0.05,2938.5373999999997,-0.8047549723239181
664,user_88,sess_142,1,2024-01-02T05:12:14Z,morning,january,mobile,ap_south,paid_ads,search_results,product_details,view,272.54,231.66,black,standard,0,0,0.04,2931.0690999999997,-0.8959437697539951
665,user_88,sess_142,2,2024-01-02T05:12:34Z,morning,january,tablet,us_east,direct,product_details,cart,add_to_cart,239.82,203.85,silver,standard,0,1,0.05,2927.5215999999996,-0.9115171162329978
666,user_88,sess_142,3,2024-01-02T05:17:25Z,morning,january,mobile,ap_south,paid_ads,cart,checkout,scroll,1090.86,927.23,green,basic,0,0,0.05,2932.7735000000002,-0.5064578012118972
667,user_88,sess_142,4,2024-01-02T05:21:01Z,morning,january,mobile,us_east,direct,checkout,purchase,purchase,723.82,615.25,black,pro,0,0,0.05,2934.2747999999997,-0.681153433597384
668,user_88,sess_142,5,2024-01-02T05:23:44Z,morning,january,tablet,ap_south,organic,purchase,,click,797.95,678.26,silver,basic,0,0,0.05,2881.3705,-0.6458706654284212
7545,user_42,sess_1420,0,2024-01-14T16:29:19Z,afternoon,january,tablet,eu_west,organic,home,search_results,click,5632.56,4787.68,black,pro,1,0,0.05,2903.1967,1.655200747189274
7546,user_42,sess_1420,1,2024-01-14T16:33:30Z,afternoon,january,desktop,eu_west,direct,search_results,product_details,view,2775.51,2359.18,black,pro,1,0,0.05,2888.7719,0.2953648805072902
7547,user_42,sess_1420,2,2024-01-14T16:37:14Z,afternoon,january,tablet,ap_south,direct,product_details,search_results,hover,1070.97,910.32,black,pro,1,0,0.05,2873.7989000000002,-0.5159246062689682
7548,user_42,sess_1420,3,2024-01-14T16:40:24Z,afternoon,january,tablet,us_east,organic,search_results,home,click,2951.67,2508.92,black,basic,1,0,0.05,2814.4516000000003,0.37920964565830195
7549,user_42,sess_1420,4,2024-01-14T16:45:17Z,afternoon,january,mobile,us_east,paid_ads,home,search_results,view,2413.55,2051.52,black,pro,1,0,0.05,2810.0146999999997,0.12308711487343328
7550,user_42,sess_1420,5,2024-01-14T16:46:44Z,afternoon,january,tablet,us_east,organic,search_results,,hover,3682.34,3129.99,black,pro,1,0,0.05,2813.0471000000002,0.7269778935743431
7551,user_10,sess_1421,0,2024-01-14T16:48:04Z,afternoon,january,mobile,ap_south,paid_ads,home,search_results,scroll,3414.05,2901.94,black,pro,1,0,0.05,2794.2192999999997,0.599283115858829
7552,user_10,sess_1421,1,2024-01-14T16:52:45Z,afternoon,january,tablet,us_east,organic,search_results,home,scroll,2664.23,2264.6,black,pro,1,0,0.05,2754.3289999999997,0.24240027182197793
7553,user_10,sess_1421,2,2024-01-14T16:53:20Z,afternoon,january,desktop,eu_west,direct,home,product_details,view,2589.69,2201.24,black,pro,1,0,0.05,2744.9640999999997,0.20692236086400553
7554,user_10,sess_1421,3,2024-01-14T16:57:19Z,afternoon,january,tablet,us_east,paid_ads,product_details,search_results,click,6585.64,5597.79,silver,pro,1,0,0.05,2761.864,2.108826818772643
7555,user_10,sess_1421,4,2024-01-14T17:02:14Z,evening,january,desktop,us_east,paid_ads,search_results,product_details,click,4368.88,3713.55,black,pro,1,0,0.05,2783.2553000000003,1.0537421139806533
7556,user_10,sess_1421,5,2024-01-14T17:02:38Z,evening,january,desktop,us_east,direct,product_details,search_results,click,4296.51,3652.03,black,pro,1,0,0.05,2788.0132,1.0192970319303656
7557,user_10,sess_1421,6,2024-01-14T17:05:23Z,evening,january,tablet,us_east,paid_ads,search_results,product_details,hover,5254.18,4466.05,black,pro,1,0,0.05,2791.952,1.4751077508345973
7558,user_10,sess_1421,7,2024-01-14T17:06:37Z,evening,january,mobile,us_east,organic,product_details,search_results,scroll,3014.61,2562.42,black,pro,1,0,0.05,2750.0428,0.4091664435613712
7559,user_10,sess_1421,8,2024-01-14T17:09:45Z,evening,january,desktop,eu_west,paid_ads,search_results,home,hover,7642.1,6495.78,black,pro,1,0,0.05,2808.4921999999997,2.611657430667727
7560,user_10,sess_1421,9,2024-01-14T17:11:53Z,evening,january,desktop,eu_west,organic,home,search_results,click,3979.78,3382.81,black,pro,1,0,0.05,2834.3842,0.8685468476304111
7561,user_10,sess_1421,10,2024-01-14T17:13:55Z,evening,january,mobile,ap_south,paid_ads,search_results,product_details,view,3591.86,3053.08,black,pro,1,0,0.05,2847.9035,0.6839132117460985
7562,user_10,sess_1421,11,2024-01-14T17:16:23Z,evening,january,mobile,us_east,direct,product_details,search_results,click,3954.44,3361.27,black,pro,1,0,0.05,2864.8623,0.8564860713535796
7563,user_10,sess_1421,12,2024-01-14T17:19:49Z,evening,january,desktop,eu_west,organic,search_results,product_details,hover,2946.9,2504.87,black,pro,1,0,0.05,2863.1496,0.376939325893484
7564,user_10,sess_1421,13,2024-01-14T17:21:22Z,evening,january,mobile,eu_west,paid_ads,product_details,,hover,2465.26,2095.47,black,pro,1,0,0.05,2874.2283,0.14769890418972997
7565,user_26,sess_1422,0,2024-01-14T17:24:57Z,evening,january,tablet,ap_south,organic,home,product_details,hover,5940.25,5049.21,black,pro,1,0,0.05,2923.9441,1.8016482709705797
7566,user_26,sess_1422,1,2024-01-14T17:26:28Z,evening,january,desktop,ap_south,paid_ads,product_details,search_results,click,1952.39,1659.53,black,pro,1,0,0.04,2937.7282,-0.09640568654028497
7567,user_26,sess_1422,2,2024-01-14T17:31:13Z,evening,january,tablet,us_east,paid_ads,search_results,home,hover,2025.78,1721.91,blue,basic,1,0,0.04,2950.8166,-0.0614751273075832
7568,user_26,sess_1422,3,2024-01-14T17:34:24Z,evening,january,mobile,ap_south,organic,home,search_results,hover,3218.9,2736.07,black,pro,1,0,0.04,2979.6913,0.5063999078705231
7569,user_26,sess_1422,4,2024-01-14T17:38:16Z,evening,january,desktop,us_east,paid_ads,search_results,product_details,view,2245.4,1908.59,black,pro,1,0,0.04,2991.9302999999995,0.04305477347843645
7570,user_26,sess_1422,5,2024-01-14T17:42:18Z,evening,january,tablet,us_east,organic,product_details,search_results,hover,1556.28,1322.84,blue,pro,1,0,0.04,3001.7733000000003,-0.284937418624568
7571,user_26,sess_1422,6,2024-01-14T17:42:56Z,evening,january,mobile,us_east,paid_ads,search_results,product_details,hover,1995.41,1696.1,black,pro,1,0,0.04,3013.0890000000004,-0.07592997243494594
7572,user_26,sess_1422,7,2024-01-14T17:45:41Z,evening,january,tablet,eu_west,direct,product_details,search_results,scroll,2274.02,1932.92,black,basic,1,0,0.04,3029.4447000000005,0.05667669206734397
7573,user_26,sess_1422,8,2024-01-14T17:50:18Z,evening,january,tablet,us_east,direct,search_results,product_details,hover,4071.2,3460.52,black,basic,1,0,0.04,3066.5818000000004,0.9120589299993114
7574,user_26,sess_1422,9,2024-01-14T17:50:45Z,evening,january,tablet,eu_west,paid_ads,product_details,search_results,hover,3099.53,2634.6,black,pro,1,0,0.04,3093.6103999999996,0.449584798787438
7575,user_26,sess_1422,10,2024-01-14T17:53:24Z,evening,january,mobile,eu_west,organic,search_results,home,click,5382.1,4574.78,black,pro,1,0,0.03,3144.6138,1.5359923010055636
7576,user_26,sess_1422,11,2024-01-14T17:58:01Z,evening,january,tablet,eu_west,organic,home,product_details,click,1191.97,1013.17,black,pro,1,0,0.03,3144.1245,-0.4583336856100647
7577,user_26,sess_1422,12,2024-01-14T18:01:01Z,evening,january,mobile,ap_south,organic,product_details,search_results,scroll,1947.75,1655.59,black,pro,1,0,0.03,3154.5560000000005,-0.09861413176224629
7578,user_26,sess_1422,13,2024-01-14T18:02:58Z,evening,january,desktop,ap_south,paid_ads,search_results,product_details,view,2093.71,1779.65,black,pro,1,0,0.03,3166.5731000000005,-0.0291432988748616
7579,user_26,sess_1422,14,2024-01-14T18:05:37Z,evening,january,tablet,us_east,organic,product_details,,click,3760.45,3196.38,black,pro,1,0,0.03,3166.9655,0.7641549746707639
7580,user_1,sess_1423,0,2024-01-14T18:08:30Z,evening,january,desktop,ap_south,paid_ads,home,search_results,view,2417.92,2055.23,black,pro,1,0,0.03,3154.5274000000004,0.12516705142946138
7581,user_1,sess_1423,1,2024-01-14T18:10:20Z,evening,january,desktop,eu_west,direct,search_results,home,click,2875.86,2444.48,black,pro,1,0,0.03,3157.3948,0.34312726801242205
7582,user_1,sess_1423,2,2024-01-14T18:12:57Z,evening,january,desktop,ap_south,direct,home,search_results,hover,2006.31,1705.36,black,pro,1,0,0.03,3116.9781,-0.07074202999542495
7583,user_1,sess_1423,3,2024-01-14T18:16:57Z,evening,january,mobile,eu_west,direct,search_results,product_details,click,1946.83,1654.81,black,pro,1,0,0.03,3123.0872000000004,-0.09905201314246277
7584,user_1,sess_1423,4,2024-01-14T18:19:13Z,evening,january,desktop,ap_south,direct,product_details,search_results,view,2377.1,2020.53,black,pro,1,0,0.03,3113.2246,0.10573844497246596
7585,user_1,sess_1423,5,2024-01-14T18:22:38Z,evening,january,mobile,eu_west,paid_ads,search_results,home,click,5557.51,4723.88,black,standard,1,0,0.03,3145.8119,1.6194800976400947
7586,user_1,sess_1423,6,2024-01-14T18:27:05Z,evening,january,desktop,ap_south,paid_ads,home,search_results,scroll,1753.41,1490.4,black,pro,1,0,0.03,3147.2369,-0.1911118137527528
7587,user_1,sess_1423,7,2024-01-14T18:29:04Z,evening,january,mobile,us_east,paid_ads,search_results,product_details,view,5920.82,5032.7,black,standard,1,0,0.03,3171.1416,1.7924004066036168
7588,user_1,sess_1423,8,2024-01-14T18:34:04Z,evening,january,desktop,us_east,organic,product_details,search_results,view,5269.76,4479.3,black,pro,1,0,0.03,3188.0927,1.4825231768169587
7589,user_1,sess_1423,9,2024-01-14T18:35:02Z,evening,january,desktop,eu_west,direct,search_results,home,click,2660.81,2261.69,black,standard,1,0,0.03,3192.1304,0.2407724953868254
7590,user_1,sess_1423,10,2024-01-14T18:36:04Z,evening,january,tablet,eu_west,organic,home,search_results,view,3407.73,2896.57,black,pro,1,0,0.03,3127.105,0.5962750611599507
7591,user_1,sess_1423,11,2024-01-14T18:37:55Z,evening,january,desktop,eu_west,paid_ads,search_results,product_details,scroll,3914.13,3327.01,black,standard,1,0,0.03,3106.0026000000003,0.8373002034877911
7592,user_1,sess_1423,12,2024-01-14T18:42:45Z,evening,january,tablet,us_east,paid_ads,product_details,search_results,view,4689.83,3986.36,black,pro,1,0,0.03,3093.187,1.2065008411333398
7593,user_1,sess_1423,13,2024-01-14T18:47:15Z,evening,january,desktop,eu_west,paid_ads,search_results,product_details,hover,2092.64,1778.74,silver,pro,1,0,0.03,3107.9058,-0.029652573958374298
7594,user_1,sess_1423,14,2024-01-14T18:49:08Z,evening,january,tablet,eu_west,paid_ads,product_details,search_results,scroll,4982.27,4234.93,black,pro,1,0,0.03,3144.9062000000004,1.345690005079536
7595,user_1,sess_1423,15,2024-01-14T18:53:19Z,evening,january,tablet,eu_west,paid_ads,search_results,product_details,view,3543.32,3011.82,black,pro,1,0,0.02,3171.7048999999997,0.6608102093594608
7596,user_1,sess_1423,16,2024-01-14T18:56:03Z,evening,january,desktop,ap_south,organic,product_details,search_results,view,2160.03,1836.03,black,pro,1,0,0.02,3186.1261,0.002422237142481248
7597,user_1,sess_1423,17,2024-01-14T19:00:13Z,evening,january,tablet,ap_south,paid_ads,search_results,product_details,view,3562.41,3028.05,black,pro,1,0,0.02,3213.9026,0.6698962479989521
7598,user_1,sess_1423,18,2024-01-14T19:04:12Z,evening,january,mobile,eu_west,paid_ads,product_details,search_results,scroll,2149.62,1827.18,black,pro,1,0,0.02,3228.1503,-0.0025324858662724914
7599,user_1,sess_1423,19,2024-01-14T19:06:48Z,evening,january,tablet,us_east,paid_ads,search_results,home,view,3348.7,2846.39,black,pro,1,0,0.02,3252.3213,0.5681792591228012
7600,user_1,sess_1423,20,2024-01-14T19:07:13Z,evening,january,desktop,ap_south,paid_ads,home,search_results,hover,2716.61,2309.12,black,pro,1,0,0.02,3273.5813999999996,0.2673309530129975
7601,user_1,sess_1423,21,2024-01-14T19:11:44Z,evening,january,mobile,eu_west,paid_ads,search_results,product_details,view,3656.36,3107.91,silver,standard,1,0,0.02,3304.4944,0.7146125041634479
7602,user_1,sess_1423,22,2024-01-14T19:13:41Z,evening,january,tablet,eu_west,organic,product_details,search_results,hover,3762.78,3198.36,black,standard,1,0,0.02,3316.9570999999996,0.7652639568619645
7603,user_1,sess_1423,23,2024-01-14T19:16:26Z,evening,january,desktop,eu_west,organic,search_results,home,hover,6382.76,5425.35,black,pro,1,0,0.02,3330.8687,2.0122644552744755
7604,user_1,sess_1423,24,2024-01-14T19:19:38Z,evening,january,tablet,us_east,direct,home,,click,4548.05,3865.84,black,pro,1,0,0.02,3350.4312,1.1390195127778082
7605,user_2,sess_1424,0,2024-01-14T19:24:29Z,evening,january,mobile,ap_south,organic,home,search_results,scroll,4141.58,3520.34,black,pro,1,0,0.02,3377.2726000000002,0.9455568555858703
7606,user_2,sess_1424,1,2024-01-14T19:24:51Z,evening,january,desktop,ap_south,direct,search_results,product_details,view,1519.08,1291.22,black,pro,1,0,0.02,3367.8511000000003,-0.302643057042016
7607,user_2,sess_1424,2,2024-01-14T19:29:48Z,evening,january,mobile,us_east,paid_ads,product_details,search_results,hover,5458.88,4640.05,black,pro,1,0,0.02,3370.4315,1.5725363579327587
7608,user_2,sess_1424,3,2024-01-14T19:31:18Z,evening,january,desktop,ap_south,organic,search_results,home,view,2769.88,2354.4,black,pro,1,0,0.02,3351.6672000000003,0.2926852368435742
7609,user_2,sess_1424,4,2024-01-14T19:33:17Z,evening,january,mobile,ap_south,organic,home,product_details,scroll,2007.19,1706.11,black,pro,1,0,0.02,3333.5593000000003,-0.07032318693608741
7610,user_2,sess_1424,5,2024-01-14T19:35:28Z,evening,january,desktop,us_east,direct,product_details,search_results,scroll,9487.75,8064.59,black,standard,1,0,0.02,3322.3845,3.490109353924794
7611,user_2,sess_1424,6,2024-01-14T19:36:12Z,evening,january,desktop,ap_south,paid_ads,search_results,home,view,2416.75,2054.24,black,pro,1,0,0.02,3306.1296,0.12461018054375131
7612,user_2,sess_1424,7,2024-01-14T19:38:45Z,evening,january,mobile,ap_south,organic,home,product_details,scroll,6786.16,5768.24,black,pro,1,0,0.02,3351.2246,2.2042659213389517
7613,user_2,sess_1424,8,2024-01-14T19:40:04Z,evening,january,mobile,ap_south,paid_ads,product_details,search_results,click,3939.45,3348.53,black,pro,1,0,0.02,3368.7619,0.849351460604183
7614,user_2,sess_1424,9,2024-01-14T19:44:06Z,evening,january,mobile,us_east,organic,search_results,product_details,click,4382.85,3725.42,black,pro,1,0,0.02,3405.3474,1.060391247547636
7615,user_2,sess_1424,10,2024-01-14T19:46:23Z,evening,january,tablet,ap_south,organic,product_details,search_results,hover,3362.72,2858.31,black,pro,1,0,0.02,3427.3335,0.5748521905908824
7616,user_2,sess_1424,11,2024-01-14T19:47:19Z,evening,january,desktop,eu_west,organic,search_results,product_details,hover,2185.7,1857.84,black,pro,1,0,0.02,3415.2329,0.014640079566564133
7617,user_2,sess_1424,12,2024-01-14T19:48:53Z,evening,january,desktop,eu_west,organic,product_details,search_results,click,4828.57,4104.28,black,pro,1,0,0.02,3422.4625,1.2725352571020692
7618,user_2,sess_1424,13,2024-01-14T19:50:37Z,evening,january,mobile,us_east,direct,search_results,product_details,scroll,3799.01,3229.16,black,pro,1,0,0.01,3418.2771999999995,0.7825079159980973
7619,user_2,sess_1424,14,2024-01-14T19:53:01Z,evening,january,desktop,eu_west,organic,product_details,search_results,scroll,3771.5,3205.78,black,pro,1,0,0.01,3347.1702,0.7694143108135812
7620,user_2,sess_1424,15,2024-01-14T19:54:30Z,evening,january,desktop,ap_south,organic,search_results,product_details,view,3509.32,2982.92,black,pro,1,0,0.01,3327.7159,0.6446276366123309
7621,user_2,sess_1424,16,2024-01-14T19:59:26Z,evening,january,desktop,ap_south,paid_ads,product_details,,scroll,2984.71,2537.0,black,pro,1,0,0.01,3295.3741000000005,0.39493529870433636
7622,user_48,sess_1425,0,2024-01-14T20:03:48Z,evening,january,desktop,us_east,paid_ads,home,,click,4847.01,4119.96,black,pro,1,0,0.01,3321.4900000000007,1.2813119230272774
7623,user_93,sess_1426,0,2024-01-14T20:06:45Z,evening,january,tablet,us_east,direct,home,product_details,scroll,714.5,607.32,green,basic,0,0,0.01,3302.7600000000007,-0.6855893623621856
7624,user_93,sess_1426,1,2024-01-14T20:07:19Z,evening,january,tablet,us_east,direct,product_details,,hover,849.29,721.9,red,standard,0,0,0.01,3286.2938,-0.621434980580255
7625,user_55,sess_1427,0,2024-01-14T20:10:02Z,evening,january,desktop,ap_south,paid_ads,home,search_results,scroll,3048.31,2591.06,black,pro,1,0,0.01,3286.5197000000003,0.42520622890190873
7626,user_55,sess_1427,1,2024-01-14T20:11:18Z,evening,january,mobile,eu_west,paid_ads,search_results,,click,2932.83,2492.91,black,pro,1,0,0.01,3280.5689,0.370242596524304
7627,user_4,sess_1428,0,2024-01-14T20:14:33Z,evening,january,desktop,eu_west,organic,home,search_results,click,2607.2,2216.12,black,pro,1,0,0.01,3267.0483999999997,0.21525638582877732
7628,user_4,sess_1428,1,2024-01-14T20:18:38Z,evening,january,mobile,eu_west,paid_ads,search_results,product_details,view,3558.27,3024.53,black,pro,1,0,0.01,3269.8467,0.6679257817879781
7629,user_4,sess_1428,2,2024-01-14T20:19:04Z,evening,january,tablet,eu_west,direct,product_details,,hover,1548.48,1316.21,black,pro,1,0,0.01,3260.6342,-0.28864989119596834
7630,user_58,sess_1429,0,2024-01-14T20:21:49Z,evening,january,desktop,ap_south,direct,home,search_results,click,12679.51,10777.58,black,pro,1,0,0.01,3367.1177999999995,5.009253130141833
7631,user_58,sess_1429,1,2024-01-14T20:24:36Z,evening,january,tablet,eu_west,organic,search_results,product_details,view,2484.69,2111.99,black,pro,1,0,0.01,3350.2669,0.15694676855669265
7632,user_58,sess_1429,2,2024-01-14T20:28:15Z,evening,january,mobile,us_east,organic,product_details,search_results,view,6257.42,5318.81,black,pro,1,0,0.01,3364.6154000000006,1.952607876800203
7633,user_58,sess_1429,3,2024-01-14T20:30:56Z,evening,january,mobile,ap_south,organic,search_results,product_details,view,2741.33,2330.13,black,pro,1,0,0.01,3361.1319,0.27909663531620477
